1.000 390.508
2.000 222.334
3.000 119.162
4.000 91.676
5.000 81.943
6.000 79.542
7.000 78.851
8.000 78.851
9.000 78.851
10.000 78.851
11.000 78.851
12.000 78.851
13.000 78.851
14.000 78.851
15.000 78.851
